STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY
1604605780110229,02/15/2016 04:51:53 AM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,38,02/15/2016 04:52:31 AM,02/15/2016 04:52:54 AM,02/15/2016 04:57:52 AM,02/15/2016 05:22:26 AM,N,Y,359,321,0,1,1
1604604710110275,02/15/2016 05:43:00 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,58,02/15/2016 05:43:58 AM,02/15/2016 05:44:28 AM,02/15/2016 05:47:23 AM,02/15/2016 06:09:33 AM,N,Y,263,205,3,2,1
1604604850110323,02/15/2016 06:36:04 AM,MANHATTAN,485,1 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,48,02/15/2016 06:36:52 AM,02/15/2016 06:37:13 AM,02/15/2016 06:41:32 AM,02/15/2016 06:53:29 AM,N,Y,328,280,1,1,1
1604604790110380,02/15/2016 07:11:18 AM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,60,02/15/2016 07:12:18 AM,02/15/2016 07:12:35 AM,02/15/2016 07:16:05 AM,02/15/2016 07:32:39 AM,N,Y,287,227,3,2,1
1604604790410431,02/15/2016 07:42:37 AM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,87,02/15/2016 07:44:04 AM,02/15/2016 07:44:24 AM,02/15/2016 07:47:51 AM,02/15/2016 07:56:40 AM,N,Y,314,227,0,1,0
1604603940110542,02/15/2016 08:57:33 AM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,31,02/15/2016 08:58:04 AM,02/15/2016 08:58:22 AM,02/15/2016 09:04:51 AM,02/15/2016 09:30:26 AM,N,Y,438,407,0,1,0
1604603670410629,02/15/2016 09:49:01 AM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,61,02/15/2016 09:50:02 AM,02/15/2016 09:50:34 AM,02/15/2016 09:53:52 AM,02/15/2016 10:07:01 AM,N,Y,291,230,0,1,1
1604603860110671,02/15/2016 10:17:39 AM,MANHATTAN,386,COOPER SQ W OPP 6 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,61,02/15/2016 10:18:40 AM,02/15/2016 10:18:57 AM,02/15/2016 10:19:37 AM,02/15/2016 10:29:12 AM,N,Y,118,57,1,1,0
1604604460110700,02/15/2016 10:36:48 AM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,44,02/15/2016 10:37:32 AM,02/15/2016 10:37:55 AM,02/15/2016 10:44:54 AM,02/15/2016 11:02:25 AM,N,Y,486,442,1,0,0
1604603860210756,02/15/2016 10:57:26 AM,MANHATTAN,386,COOPER SQ W OPP 6 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,95,02/15/2016 10:59:01 AM,02/15/2016 10:59:19 AM,02/15/2016 11:03:41 AM,02/15/2016 11:13:26 AM,N,Y,375,280,1,1,1
1604605870110807,02/15/2016 11:23:02 AM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Electric,NonMedical Emergencies,35,02/15/2016 11:23:37 AM,02/15/2016 11:24:00 AM,02/15/2016 11:27:30 AM,02/15/2016 11:41:34 AM,N,Y,268,233,3,2,1
1604603860310814,02/15/2016 11:24:04 AM,MANHATTAN,386,COOPER SQ W OPP 6 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,140,02/15/2016 11:26:24 AM,02/15/2016 11:26:40 AM,02/15/2016 11:30:46 AM,02/15/2016 11:35:24 AM,N,Y,402,262,1,1,0
1604605540110868,02/15/2016 11:45:45 AM,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,47,02/15/2016 11:46:32 AM,02/15/2016 11:47:00 AM,02/15/2016 11:51:13 AM,02/15/2016 12:08:32 PM,N,Y,328,281,1,0,0
1604603670610935,02/15/2016 12:16:10 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,40,02/15/2016 12:16:50 PM,02/15/2016 12:17:10 PM,02/15/2016 12:20:37 PM,02/15/2016 12:27:44 PM,N,Y,267,227,0,1,0
1604605570811055,02/15/2016 01:09:13 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,80,02/15/2016 01:10:33 PM,02/15/2016 01:10:57 PM,02/15/2016 01:14:41 PM,02/15/2016 01:34:07 PM,N,Y,328,248,3,2,1
1604603940311104,02/15/2016 01:26:50 PM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,10,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,62,02/15/2016 01:27:52 PM,02/15/2016 01:28:10 PM,02/15/2016 01:33:28 PM,02/15/2016 01:48:44 PM,N,Y,398,336,1,0,1
1604605870511138,02/15/2016 01:49:35 PM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,55,02/15/2016 01:50:30 PM,02/15/2016 01:50:51 PM,02/15/2016 01:56:20 PM,02/15/2016 02:06:35 PM,N,Y,405,350,1,1,0
1604605540511153,02/15/2016 02:00:21 PM,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,8,02/15/2016 02:00:29 PM,02/15/2016 02:00:48 PM,02/15/2016 02:04:38 PM,02/15/2016 02:12:50 PM,N,Y,257,249,1,1,0
1604605240111162,02/15/2016 02:03:06 PM,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,91,02/15/2016 02:04:37 PM,02/15/2016 02:04:55 PM,02/15/2016 02:11:40 PM,02/15/2016 02:21:23 PM,N,Y,514,423,0,1,0
1604604180111215,02/15/2016 02:31:02 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,36,02/15/2016 02:31:38 PM,02/15/2016 02:31:50 PM,02/15/2016 02:35:44 PM,02/15/2016 03:09:28 PM,N,Y,282,246,1,1,1
1604604460311263,02/15/2016 02:49:19 PM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,399,02/15/2016 02:55:58 PM,02/15/2016 02:56:21 PM,02/15/2016 03:03:29 PM,02/15/2016 03:12:57 PM,N,Y,850,451,1,0,0
1604605540711315,02/15/2016 03:07:25 PM,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,65,02/15/2016 03:08:30 PM,02/15/2016 03:08:51 PM,02/15/2016 03:15:28 PM,02/15/2016 03:27:27 PM,N,Y,483,418,0,1,1
1604605570911321,02/15/2016 03:09:56 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,76,02/15/2016 03:11:12 PM,02/15/2016 03:11:32 PM,02/15/2016 03:17:23 PM,02/15/2016 03:34:11 PM,N,Y,447,371,1,0,0
1604604460711346,02/15/2016 03:20:08 PM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,02/15/2016 03:20:13 PM,02/15/2016 03:20:35 PM,02/15/2016 03:25:53 PM,02/15/2016 03:43:42 PM,N,Y,345,340,1,0,0
1604605870611377,02/15/2016 03:36:05 PM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,50,02/15/2016 03:36:55 PM,02/15/2016 03:37:09 PM,02/15/2016 03:40:43 PM,02/15/2016 04:08:53 PM,N,Y,278,228,1,1,1
1604604720111411,02/15/2016 03:49:26 PM,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,106,2,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,67,02/15/2016 03:50:33 PM,02/15/2016 03:50:55 PM,02/15/2016 03:57:22 PM,02/15/2016 04:09:08 PM,N,Y,476,409,3,2,1
1604605560111431,02/15/2016 03:59:43 PM,MANHATTAN,556,BROADWAY & W 14 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,12,02/15/2016 03:59:55 PM,02/15/2016 04:01:48 PM,02/15/2016 04:02:24 PM,02/15/2016 04:34:02 PM,N,Y,161,149,1,0,0
1604605571511527,02/15/2016 04:25:41 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,46,02/15/2016 04:26:27 PM,02/15/2016 04:26:52 PM,02/15/2016 04:31:24 PM,02/15/2016 04:45:30 PM,N,Y,343,297,1,0,0
1604604620111549,02/15/2016 04:32:25 PM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,23,02/15/2016 04:32:48 PM,02/15/2016 04:33:04 PM,02/15/2016 04:36:54 PM,02/15/2016 04:51:06 PM,N,Y,269,246,2,1,1
1604605870711625,02/15/2016 04:58:35 PM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Theater or TV Studio Fire,Structural Fires,42,02/15/2016 04:59:17 PM,02/15/2016 04:59:37 PM,02/15/2016 05:03:49 PM,02/15/2016 05:14:30 PM,N,Y,314,272,1,0,0
1604604880111663,02/15/2016 05:08:51 PM,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,76,02/15/2016 05:10:07 PM,02/15/2016 05:10:28 PM,02/15/2016 05:14:56 PM,02/15/2016 05:22:43 PM,N,N,365,289,1,1,0
1604604880211744,02/15/2016 05:26:57 PM,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,41,02/15/2016 05:27:38 PM,02/15/2016 05:27:52 PM,02/15/2016 05:29:17 PM,02/15/2016 05:58:27 PM,N,Y,140,99,1,0,0
1604605571911861,02/15/2016 06:06:03 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,64,02/15/2016 06:07:07 PM,02/15/2016 06:07:17 PM,02/15/2016 06:09:18 PM,02/15/2016 06:22:02 PM,N,Y,195,131,3,3,1
1604604950111886,02/15/2016 06:19:12 PM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,789,02/15/2016 06:32:21 PM,02/15/2016 06:32:27 PM,02/15/2016 06:42:30 PM,02/15/2016 07:02:18 PM,N,Y,1398,609,0,1,0
1604605560211909,02/15/2016 06:28:49 PM,MANHATTAN,556,BROADWAY & W 14 ST,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,02/15/2016 06:28:53 PM,02/15/2016 06:29:11 PM,02/15/2016 06:33:47 PM,02/15/2016 06:45:06 PM,N,Y,298,294,1,0,0
1604603870112155,02/15/2016 07:34:41 PM,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,02/15/2016 07:34:47 PM,02/15/2016 07:35:02 PM,02/15/2016 07:38:06 PM,02/15/2016 07:49:06 PM,N,Y,205,199,1,0,0
1604605250112259,02/15/2016 08:19:35 PM,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,68,02/15/2016 08:20:43 PM,02/15/2016 08:21:07 PM,02/15/2016 08:23:35 PM,02/15/2016 08:53:50 PM,N,Y,240,172,0,1,0
1604605780512369,02/15/2016 09:00:06 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Verbal,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,45,02/15/2016 09:00:51 PM,02/15/2016 09:00:51 PM,02/15/2016 09:02:03 PM,02/15/2016 09:45:20 PM,N,Y,117,72,1,0,0
1604605240312404,02/15/2016 09:15:09 PM,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,57,02/15/2016 09:16:06 PM,02/15/2016 09:16:33 PM,02/15/2016 09:22:11 PM,02/15/2016 09:24:24 PM,N,Y,422,365,1,0,0
1604605660112413,02/15/2016 09:18:39 PM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,81,02/15/2016 09:20:00 PM,02/15/2016 09:20:18 PM,02/15/2016 09:24:23 PM,02/15/2016 09:30:32 PM,N,Y,344,263,0,1,0
1604604480112510,02/15/2016 10:18:23 PM,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,35,02/15/2016 10:18:58 PM,02/15/2016 10:19:16 PM,02/15/2016 10:48:28 PM,02/15/2016 10:52:12 PM,N,Y,1805,1770,1,0,0
1604604880412537,02/15/2016 10:32:56 PM,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,17,02/15/2016 10:33:13 PM,02/15/2016 10:33:29 PM,02/15/2016 10:37:19 PM,02/15/2016 10:41:36 PM,N,N,263,246,1,0,0
1604605660212561,02/15/2016 10:41:10 PM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,43,02/15/2016 10:41:53 PM,02/15/2016 10:42:06 PM,02/15/2016 10:44:10 PM,02/15/2016 10:50:36 PM,N,Y,180,137,1,0,0
1604604620712571,02/15/2016 10:43:08 PM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,30,02/15/2016 10:43:38 PM,02/15/2016 10:44:08 PM,02/15/2016 10:49:02 PM,02/15/2016 11:04:16 PM,N,Y,354,324,2,1,1
1604605770112589,02/15/2016 10:51:09 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,18,02/15/2016 10:51:27 PM,02/15/2016 10:51:56 PM,02/15/2016 10:56:25 PM,02/15/2016 11:08:15 PM,N,Y,316,298,0,1,0
1604604710212721,02/15/2016 11:38:40 PM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Manhole Fire - Seeping Smoke,NonStructural Fires,7,02/15/2016 11:38:47 PM,02/15/2016 11:39:07 PM,02/15/2016 11:41:54 PM,02/15/2016 11:49:25 PM,N,Y,194,187,3,2,1
1604704770110154,02/16/2016 03:32:30 AM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,62,02/16/2016 03:33:32 AM,02/16/2016 03:33:53 AM,02/16/2016 03:38:18 AM,02/16/2016 03:49:44 AM,N,Y,348,286,3,2,1
1604704770210168,02/16/2016 04:03:03 AM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,65,02/16/2016 04:04:08 AM,02/16/2016 04:04:30 AM,02/16/2016 04:11:11 AM,02/16/2016 04:21:06 AM,N,Y,488,423,3,2,1
1604704860110489,02/16/2016 08:26:16 AM,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,14,02/16/2016 08:26:30 AM,02/16/2016 08:26:48 AM,02/16/2016 08:33:21 AM,02/16/2016 08:45:58 AM,N,Y,425,411,0,1,0
1604704300110537,02/16/2016 08:45:17 AM,MANHATTAN,430,2 AVE & 5 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,24,02/16/2016 08:45:41 AM,02/16/2016 08:45:54 AM,02/16/2016 08:50:32 AM,02/16/2016 09:20:02 AM,N,Y,315,291,2,1,1
1604704950110652,02/16/2016 09:44:32 AM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,70,02/16/2016 09:45:42 AM,02/16/2016 09:46:00 AM,02/16/2016 09:51:35 AM,02/16/2016 09:59:31 AM,N,Y,423,353,1,1,1
1604704800110679,02/16/2016 10:12:05 AM,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,51,02/16/2016 10:12:56 AM,02/16/2016 10:13:13 AM,02/16/2016 10:16:16 AM,02/16/2016 10:31:05 AM,N,Y,251,200,2,2,1
1604704800310741,02/16/2016 10:52:11 AM,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,141,02/16/2016 10:54:32 AM,02/16/2016 10:54:47 AM,02/16/2016 10:59:41 AM,02/16/2016 11:02:22 AM,N,Y,450,309,1,0,0
1604704480210787,02/16/2016 11:16:08 AM,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,71,02/16/2016 11:17:19 AM,02/16/2016 11:17:37 AM,02/16/2016 11:22:03 AM,02/16/2016 11:31:26 AM,N,Y,355,284,2,1,1
1604705570210811,02/16/2016 11:36:54 AM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,59,02/16/2016 11:37:53 AM,02/16/2016 11:38:08 AM,02/16/2016 11:41:28 AM,02/16/2016 11:44:08 AM,N,Y,274,215,1,1,1
1604705040110884,02/16/2016 12:39:03 PM,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,02/16/2016 12:39:09 PM,02/16/2016 12:39:34 PM,02/16/2016 12:43:27 PM,02/16/2016 01:08:46 PM,N,Y,264,258,1,0,0
1604704770310947,02/16/2016 01:23:42 PM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,47,02/16/2016 01:24:29 PM,02/16/2016 01:24:52 PM,02/16/2016 01:29:06 PM,02/16/2016 01:43:37 PM,N,Y,324,277,3,2,1
1604705250210995,02/16/2016 01:59:55 PM,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,02/16/2016 01:59:59 PM,02/16/2016 02:00:21 PM,02/16/2016 02:06:15 PM,02/16/2016 02:20:29 PM,N,Y,380,376,1,0,0
1604704370111047,02/16/2016 02:31:26 PM,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,10,02/16/2016 02:31:36 PM,02/16/2016 02:31:52 PM,02/16/2016 02:41:46 PM,02/16/2016 02:49:31 PM,N,Y,620,610,0,1,0
1604703960111091,02/16/2016 02:50:05 PM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,DEFAULT RECORD,First Alarm,Non-Medical MFA - Phone,NonMedical MFAs,21,02/16/2016 02:50:26 PM,02/16/2016 02:50:38 PM,02/16/2016 02:55:12 PM,02/16/2016 03:01:17 PM,N,Y,307,286,3,2,1
1604705040211117,02/16/2016 03:00:33 PM,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Electric,NonMedical Emergencies,16,02/16/2016 03:00:49 PM,02/16/2016 03:01:01 PM,02/16/2016 03:03:46 PM,02/16/2016 03:11:35 PM,N,Y,193,177,3,4,1
1604705770311187,02/16/2016 03:19:21 PM,MANHATTAN,577,BROADWAY & W 17 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Manhole Fire - Seeping Smoke,NonStructural Fires,102,02/16/2016 03:21:03 PM,02/16/2016 03:21:15 PM,02/16/2016 03:23:58 PM,02/16/2016 03:41:10 PM,N,Y,277,175,3,2,1
1604704650111256,02/16/2016 03:50:16 PM,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,7,02/16/2016 03:50:23 PM,02/16/2016 03:50:46 PM,02/16/2016 03:56:14 PM,02/16/2016 04:13:26 PM,N,Y,358,351,1,1,0
1604704640111347,02/16/2016 04:35:19 PM,MANHATTAN,464,4 AVE & 13 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,02/16/2016 04:35:26 PM,02/16/2016 04:36:36 PM,02/16/2016 04:40:34 PM,02/16/2016 04:47:02 PM,N,Y,315,308,1,0,0
1604704360111627,02/16/2016 08:13:19 PM,MANHATTAN,436,1 AVE & 6 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,6,02/16/2016 08:13:25 PM,02/16/2016 08:13:52 PM,02/16/2016 08:16:36 PM,02/16/2016 08:24:26 PM,N,Y,197,191,1,0,0
1604704180211644,02/16/2016 08:31:08 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,4,02/16/2016 08:31:12 PM,02/16/2016 08:31:34 PM,02/16/2016 08:45:20 PM,02/16/2016 09:09:07 PM,N,Y,852,848,0,1,0
1604704950211656,02/16/2016 08:36:39 PM,MANHATTAN,495,PARK AVE S & E 20 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,47,02/16/2016 08:37:26 PM,02/16/2016 08:37:39 PM,02/16/2016 08:42:29 PM,02/16/2016 08:55:47 PM,N,Y,350,303,2,1,1
1604704790111726,02/16/2016 09:39:25 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,11,02/16/2016 09:39:36 PM,02/16/2016 09:39:47 PM,02/16/2016 09:42:35 PM,02/16/2016 10:04:56 PM,N,Y,190,179,3,2,1
1604703980111802,02/16/2016 10:53:32 PM,MANHATTAN,398,5 AVE & 8 ST,MANHATTAN,10003,6,1,102,2,10,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,02/16/2016 10:53:37 PM,02/16/2016 10:53:55 PM,02/16/2016 10:58:03 PM,02/16/2016 11:02:55 PM,N,Y,271,266,1,0,0
