,STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY,LATITUDE,LONGITUDE
266,1.6046E+15,2/15/16 8:57,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,31,2/15/16 8:58,2/15/16 8:58,2/15/16 9:04,2/15/16 9:30,N,Y,438,407,0,1,0,40.7299926,-73.99408
267,1.6046E+15,2/15/16 10:36,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,44,2/15/16 10:37,2/15/16 10:37,2/15/16 10:44,2/15/16 11:02,N,Y,486,442,1,0,0,40.7295535,-73.9899172
268,1.60461E+15,2/15/16 11:45,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,47,2/15/16 11:46,2/15/16 11:47,2/15/16 11:51,2/15/16 12:08,N,Y,328,281,1,0,0,40.7345463,-73.9922668
269,1.6046E+15,2/15/16 13:26,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,10,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,62,2/15/16 13:27,2/15/16 13:28,2/15/16 13:33,2/15/16 13:48,N,Y,398,336,1,0,1,40.7299926,-73.99408
270,1.60461E+15,2/15/16 14:00,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,8,2/15/16 14:00,2/15/16 14:00,2/15/16 14:04,2/15/16 14:12,N,Y,257,249,1,1,0,40.7345463,-73.9922668
271,1.60461E+15,2/15/16 14:03,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,91,2/15/16 14:04,2/15/16 14:04,2/15/16 14:11,2/15/16 14:21,N,Y,514,423,0,1,0,40.7332923,-73.9933363
272,1.6046E+15,2/15/16 14:49,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,399,2/15/16 14:55,2/15/16 14:56,2/15/16 15:03,2/15/16 15:12,N,Y,850,451,1,0,0,40.7295535,-73.9899172
273,1.60461E+15,2/15/16 15:07,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,65,2/15/16 15:08,2/15/16 15:08,2/15/16 15:15,2/15/16 15:27,N,Y,483,418,0,1,1,40.7345463,-73.9922668
274,1.6046E+15,2/15/16 15:20,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,2/15/16 15:20,2/15/16 15:20,2/15/16 15:25,2/15/16 15:43,N,Y,345,340,1,0,0,40.7295535,-73.9899172
275,1.6046E+15,2/15/16 15:49,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,106,2,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,67,2/15/16 15:50,2/15/16 15:50,2/15/16 15:57,2/15/16 16:09,N,Y,476,409,3,2,1,40.7346509,-73.9882781
276,1.6046E+15,2/15/16 17:08,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,76,2/15/16 17:10,2/15/16 17:10,2/15/16 17:14,2/15/16 17:22,N,N,365,289,1,1,0,40.7370595,-73.9865336
277,1.6046E+15,2/15/16 17:26,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,41,2/15/16 17:27,2/15/16 17:27,2/15/16 17:29,2/15/16 17:58,N,Y,140,99,1,0,0,40.7370595,-73.9865336
278,1.6046E+15,2/15/16 19:34,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,2/15/16 19:34,2/15/16 19:35,2/15/16 19:38,2/15/16 19:49,N,Y,205,199,1,0,0,40.7290028,-73.9937742
279,1.60461E+15,2/15/16 20:19,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,68,2/15/16 20:20,2/15/16 20:21,2/15/16 20:23,2/15/16 20:53,N,Y,240,172,0,1,0,40.733201,-73.9911174
280,1.60461E+15,2/15/16 21:15,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,57,2/15/16 21:16,2/15/16 21:16,2/15/16 21:22,2/15/16 21:24,N,Y,422,365,1,0,0,40.7332923,-73.9933363
281,1.60461E+15,2/15/16 21:18,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,81,2/15/16 21:20,2/15/16 21:20,2/15/16 21:24,2/15/16 21:30,N,Y,344,263,0,1,0,40.7358984,-73.9912281
282,1.6046E+15,2/15/16 22:18,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,35,2/15/16 22:18,2/15/16 22:19,2/15/16 22:48,2/15/16 22:52,N,Y,1805,1770,1,0,0,40.7291746,-73.9872494
283,1.6046E+15,2/15/16 22:32,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,17,2/15/16 22:33,2/15/16 22:33,2/15/16 22:37,2/15/16 22:41,N,N,263,246,1,0,0,40.7370595,-73.9865336
284,1.60461E+15,2/15/16 22:41,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,43,2/15/16 22:41,2/15/16 22:42,2/15/16 22:44,2/15/16 22:50,N,Y,180,137,1,0,0,40.7358984,-73.9912281
285,1.6046E+15,2/15/16 23:38,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Manhole Fire - Seeping Smoke,NonStructural Fires,7,2/15/16 23:38,2/15/16 23:39,2/15/16 23:41,2/15/16 23:49,N,Y,194,187,3,2,1,40.7332802,-73.9871961
286,1.6047E+15,2/16/16 8:26,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,14,2/16/16 8:26,2/16/16 8:26,2/16/16 8:33,2/16/16 8:45,N,Y,425,411,0,1,0,40.7357932,-73.9853797
287,1.6047E+15,2/16/16 10:12,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,51,2/16/16 10:12,2/16/16 10:13,2/16/16 10:16,2/16/16 10:31,N,Y,251,200,2,2,1,40.7358757,-73.9874033
288,1.6047E+15,2/16/16 10:52,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,141,2/16/16 10:54,2/16/16 10:54,2/16/16 10:59,2/16/16 11:02,N,Y,450,309,1,0,0,40.7358757,-73.9874033
289,1.6047E+15,2/16/16 11:16,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,71,2/16/16 11:17,2/16/16 11:17,2/16/16 11:22,2/16/16 11:31,N,Y,355,284,2,1,1,40.7291746,-73.9872494
290,1.60471E+15,2/16/16 12:39,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,2/16/16 12:39,2/16/16 12:39,2/16/16 12:43,2/16/16 13:08,N,Y,264,258,1,0,0,40.7321706,-73.9943213
291,1.60471E+15,2/16/16 13:59,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,2/16/16 13:59,2/16/16 14:00,2/16/16 14:06,2/16/16 14:20,N,Y,380,376,1,0,0,40.733201,-73.9911174
292,1.6047E+15,2/16/16 14:31,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,10,2/16/16 14:31,2/16/16 14:31,2/16/16 14:41,2/16/16 14:49,N,Y,620,610,0,1,0,40.7279634,-73.9881305
293,1.6047E+15,2/16/16 14:50,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,DEFAULT RECORD,First Alarm,Non-Medical MFA - Phone,NonMedical MFAs,21,2/16/16 14:50,2/16/16 14:50,2/16/16 14:55,2/16/16 15:01,N,Y,307,286,3,2,1,40.7305773,-73.9924238
294,1.60471E+15,2/16/16 15:00,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Electric,NonMedical Emergencies,16,2/16/16 15:00,2/16/16 15:01,2/16/16 15:03,2/16/16 15:11,N,Y,193,177,3,4,1,40.7321706,-73.9943213
295,1.6047E+15,2/16/16 15:50,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,7,2/16/16 15:50,2/16/16 15:50,2/16/16 15:56,2/16/16 16:13,N,Y,358,351,1,1,0,40.7316589,-73.9854323
296,1.60481E+15,2/17/16 8:30,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,5,2/17/16 8:31,2/17/16 8:31,2/17/16 8:36,2/17/16 8:38,N,Y,311,306,1,0,0,40.7358984,-73.9912281
297,1.6048E+15,2/17/16 15:39,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,28,2/17/16 15:39,2/17/16 15:40,2/17/16 15:45,2/17/16 15:57,N,Y,358,330,2,2,1,40.7316589,-73.9854323
298,1.6048E+15,2/17/16 18:44,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,9,2/17/16 18:44,2/17/16 18:44,2/17/16 18:47,2/17/16 18:56,N,Y,168,159,1,0,0,40.7278625,-73.9931345
299,1.6049E+15,2/18/16 17:28,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,158,2/18/16 17:30,2/18/16 17:31,2/18/16 17:34,2/18/16 17:43,N,N,371,213,1,0,0,40.7305773,-73.9924238
300,1.605E+15,2/19/16 9:02,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,21,2/19/16 9:03,2/19/16 9:03,2/19/16 9:07,2/19/16 9:32,N,Y,294,273,2,1,1,40.7290028,-73.9937742
301,1.60501E+15,2/19/16 11:47,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,29,2/19/16 11:47,2/19/16 11:48,2/19/16 11:51,2/19/16 12:09,N,Y,262,233,2,2,1,40.7345463,-73.9922668
302,1.605E+15,2/19/16 14:09,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,11,2/19/16 14:09,2/19/16 14:09,2/19/16 14:14,2/19/16 14:26,N,Y,312,301,1,0,0,40.7307173,-73.989061
303,1.60501E+15,2/19/16 14:46,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,100,2/19/16 14:48,2/19/16 14:48,2/19/16 14:51,2/19/16 15:02,N,Y,288,188,1,1,1,40.7332923,-73.9933363
304,1.60501E+15,2/19/16 14:57,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,14,2/19/16 14:58,2/19/16 14:58,2/19/16 15:04,2/19/16 15:14,N,Y,394,380,0,1,0,40.7345463,-73.9922668
305,1.605E+15,2/19/16 15:14,MANHATTAN,384,MERCER ST & 4 ST,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,2/19/16 15:14,2/19/16 15:14,2/19/16 15:18,2/19/16 15:28,N,Y,274,266,1,0,0,40.7288188,-73.9950684
306,1.60501E+15,2/19/16 15:32,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,8,2/19/16 15:32,2/19/16 15:32,2/19/16 15:36,2/19/16 15:39,N,Y,264,256,1,0,0,40.7332923,-73.9933363
307,1.60511E+15,2/20/16 10:32,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,28,2/20/16 10:32,2/20/16 10:33,2/20/16 10:38,2/20/16 10:46,N,Y,365,337,0,1,0,40.7345463,-73.9922668
308,1.60511E+15,2/20/16 12:17,MANHATTAN,505,BROADWAY & 10 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,31,2/20/16 12:17,2/20/16 12:18,2/20/16 12:21,2/20/16 12:46,N,Y,253,222,4,2,1,40.7317192,-73.9914682
309,1.6051E+15,2/20/16 15:35,MANHATTAN,494,3 AVE & E 20 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,24,2/20/16 15:35,2/20/16 15:36,2/20/16 15:39,2/20/16 16:12,N,Y,227,203,2,1,2,40.736971,-73.9845136
310,1.6051E+15,2/20/16 16:46,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,5,2/20/16 16:46,2/20/16 16:46,2/20/16 16:49,2/20/16 16:51,N,Y,177,172,1,0,0,40.731264,-73.9940545
311,1.6051E+15,2/20/16 19:42,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,11,2/20/16 19:42,2/20/16 19:42,2/20/16 20:01,2/20/16 20:08,N,Y,1176,1165,0,1,0,40.7291746,-73.9872494
312,1.6051E+15,2/20/16 20:44,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Undefined Emergency,NonMedical Emergencies,27,2/20/16 20:45,2/20/16 20:45,2/20/16 20:49,2/20/16 21:00,N,Y,294,267,1,1,0,40.7319753,-73.9881577
313,1.6051E+15,2/20/16 22:15,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,2/20/16 22:15,2/20/16 22:15,2/20/16 22:19,2/20/16 22:29,N,Y,285,280,1,0,0,40.7299926,-73.99408
314,1.6052E+15,2/21/16 0:53,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,14,2/21/16 0:54,2/21/16 0:54,2/21/16 0:58,2/21/16 1:09,N,Y,288,274,2,2,1,40.7354347,-73.9826915
315,1.6052E+15,2/21/16 1:58,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,407,2/21/16 2:05,2/21/16 2:05,2/21/16 2:08,2/21/16 2:08,N,N,582,175,1,0,0,40.7319753,-73.9881577
316,1.6052E+15,2/21/16 13:53,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,7,2/21/16 13:53,2/21/16 13:53,2/21/16 13:57,2/21/16 14:07,N,Y,243,236,2,2,1,40.7319753,-73.9881577
317,1.6052E+15,2/21/16 16:11,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,23,2/21/16 16:11,2/21/16 16:12,2/21/16 16:14,2/21/16 16:24,N,Y,199,176,2,2,1,40.7316589,-73.9854323
318,1.6052E+15,2/21/16 23:34,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Electric,NonMedical Emergencies,26,2/21/16 23:35,2/21/16 23:35,2/21/16 23:37,2/21/16 23:56,N,Y,178,152,3,2,1,40.7278625,-73.9931345
319,1.6053E+15,2/22/16 8:33,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,2/22/16 8:33,2/22/16 8:34,2/22/16 8:40,2/22/16 9:34,N,Y,388,380,1,0,0,40.7291746,-73.9872494
320,1.60531E+15,2/22/16 15:47,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,2/22/16 15:47,2/22/16 15:48,2/22/16 15:51,2/22/16 16:03,N,Y,249,244,1,0,0,40.7321706,-73.9943213
321,1.6053E+15,2/22/16 16:14,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,2/22/16 16:14,2/22/16 16:15,2/22/16 16:19,2/22/16 16:26,N,Y,265,261,1,0,0,40.7290028,-73.9937742
322,1.6053E+15,2/22/16 20:32,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,2/22/16 20:33,2/22/16 20:33,2/22/16 20:37,2/22/16 20:47,N,Y,251,245,1,0,0,40.7290028,-73.9937742
323,1.6054E+15,2/23/16 12:12,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,Verbal,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,23,2/23/16 12:13,2/23/16 12:13,2/23/16 12:13,2/23/16 12:19,N,Y,39,16,0,1,0,40.7297863,-73.9953192
324,1.60541E+15,2/23/16 14:16,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,18,2/23/16 14:17,2/23/16 14:17,2/23/16 14:19,2/23/16 14:27,N,Y,162,144,2,1,1,40.733201,-73.9911174
325,1.6054E+15,2/23/16 16:00,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,2/23/16 16:00,2/23/16 16:00,2/23/16 16:04,2/23/16 16:14,N,Y,267,261,1,0,0,40.7278625,-73.9931345
326,1.6054E+15,2/23/16 16:13,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,15,2/23/16 16:13,2/23/16 16:14,2/23/16 16:18,2/23/16 16:35,N,Y,278,263,1,1,0,40.7357932,-73.9853797
327,1.6054E+15,2/23/16 18:57,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,6,2/23/16 18:57,2/23/16 18:58,2/23/16 19:01,2/23/16 19:08,N,Y,246,240,3,2,1,40.7291746,-73.9872494
328,1.60541E+15,2/23/16 21:12,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,12,2/23/16 21:12,2/23/16 21:12,2/23/16 21:16,2/23/16 21:29,N,Y,225,213,2,2,1,40.7345463,-73.9922668
329,1.6055E+15,2/24/16 0:34,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,9,2/24/16 0:34,2/24/16 0:34,2/24/16 0:39,2/24/16 0:40,N,Y,318,309,1,0,0,40.7279634,-73.9881305
330,1.6055E+15,2/24/16 2:39,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,70,2/24/16 2:40,2/24/16 2:40,2/24/16 2:45,2/24/16 2:52,N,Y,381,311,1,1,1,40.7354347,-73.9826915
331,1.60551E+15,2/24/16 8:22,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,125,2/24/16 8:24,2/24/16 8:24,2/24/16 8:28,2/24/16 8:39,N,Y,397,272,0,1,0,40.7332923,-73.9933363
332,1.6055E+15,2/24/16 12:26,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,58,2/24/16 12:27,2/24/16 12:27,2/24/16 12:30,2/24/16 12:36,N,Y,235,177,4,2,1,40.7297863,-73.9953192
333,1.60551E+15,2/24/16 13:56,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,23,2/24/16 13:56,2/24/16 13:56,2/24/16 14:04,2/24/16 14:10,N,Y,487,464,0,1,0,40.7321706,-73.9943213
334,1.6055E+15,2/24/16 15:41,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,46,2/24/16 15:42,2/24/16 15:42,2/24/16 15:46,2/24/16 15:56,N,Y,274,228,3,2,1,40.7291746,-73.9872494
335,1.6055E+15,2/24/16 15:55,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,33,2/24/16 15:56,2/24/16 15:56,2/24/16 15:56,2/24/16 16:03,N,Y,56,23,2,2,1,40.7291746,-73.9872494
336,1.6055E+15,2/24/16 22:47,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,50,2/24/16 22:48,2/24/16 22:48,2/24/16 22:52,2/24/16 22:59,N,Y,277,227,4,3,3,40.7357932,-73.9853797
337,1.6055E+15,2/24/16 23:07,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,14,2/24/16 23:07,2/24/16 23:08,2/24/16 23:10,2/24/16 23:25,N,Y,182,168,5,3,2,40.7295535,-73.9899172
338,1.6056E+15,2/25/16 6:36,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Odor - Other Smoke,NonMedical Emergencies,50,2/25/16 6:37,2/25/16 6:37,2/25/16 6:42,2/25/16 7:22,N,Y,323,273,2,2,1,40.7346509,-73.9882781
339,1.60561E+15,2/25/16 9:05,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,104,2/25/16 9:07,2/25/16 9:07,2/25/16 9:11,2/25/16 9:27,N,Y,337,233,1,1,1,40.7321706,-73.9943213
